Id,Agency,Posting_Type,Nr_of_Positions,Classification,Job_Category,FullPart_Time,Career_Level,Salary_From,Salary_To,Salary_Frequency,Work_Location,Work_Unit,Posting_Date,Posting_Updated,Salary_Index,ACR
561458,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Technology, Data & Innovation",F,Manager,80931,208826,Annual,I&O-Network & Telecom,IT Network & Telecom Ops,11/23/2022,12/20/2022,30.12027027027027,NHA
568275,OFF OF PAYROLL ADMINISTRATION,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,80000,Annual,5 Manhattan West,Fiduciary Accounting,01/10/2023,01/10/2023,14.80977130977131,OFF OF PAYROLL ADMINISTRATION
566644,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),76294,108156,Annual,Corporate Secretary,Office of Corporate Secretary,01/09/2023,01/09/2023,19.173596673596673,NHA
549000,DEPARTMENT OF TRANSPORTATION,Internal,4,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,Bridge Inspection,11/21/2022,11/21/2022,17.243762993762992,DOT
568289,DEPARTMENT OF TRANSPORTATION,External,3,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,62260,Annual,55 Water St Ny Ny,Roadsway Capital Proj Mgmt,01/10/2023,01/11/2023,11.816320166320166,DOT
557740,OFFICE OF EMERGENCY MANAGEMENT,Internal,11,Non-Competitive-5,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Technology, Data & Innovation Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",P,Student,15.5,19.9,Hourly,165 Cadman Plaza East,Office of the Chief Operating,11/17/2022,01/14/2023,17.7,OFFICE OF EMERGENCY MANAGEMENT
522062,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Entry-Level,53797,73243,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,02/28/2022,02/28/2022,13.205821205821206,DOEP
553826,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,"Policy, Research & Analysis",F,Entry-Level,56013,84862,Annual,Perf Tracking and Analytics,NOT USED,11/10/2022,11/10/2022,14.643970893970893,NHA
563390,LAW DEPARTMENT,External,1,Competitive-1,Legal Affairs,F,Entry-Level,43197,49677,Annual,Law Department - Brooklyn,Tort: Brooklyn,12/02/2022,12/02/2022,9.654261954261955,LD
568065,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,Non-Competitive-5,"Technology, Data & Innovation",P,Student,16.02,16.02,Hourly,421 East 26th Street NY NY,OCME - Information Technology,01/11/2023,01/11/2023,16.02,DOHMH
559389,NYC HOUSING AUTHORITY,Internal,1,Non-Competitive-5,Communications & Intergovernmental Affairs,F,Entry-Level,54100,83981,Annual,VP-Intergovernmental Affairs,SVP for Inter-Govt Affairs,12/01/2022,12/12/2022,14.353534303534303,NHA
553764,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74650,109409,Annual,Project Management Team 1,Project Management  Team 1,10/25/2022,10/25/2022,19.132952182952184,NHA
463465,DEPT OF ENVIRONMENT PROTECTION,External,8,Non-Competitive-5,Building Operations & Maintenance,NA,Entry-Level,15.45,15.45,Hourly,"415 East 203 St, Bronx",BWS-Reservoir Headquarters,05/13/2021,05/20/2021,15.45,DOEP
528259,OFFICE OF THE COMPTROLLER,External,1,Non-Competitive-5,Administration & Human Resources,F,Experienced (non-manager),70000,80000,Annual,"1 Centre St., N.Y.",Administration,04/12/2022,04/12/2022,15.592515592515593,OFFICE OF THE COMPTROLLER
478951,HUMAN RIGHTS COMMISSION,External,1,Non-Competitive-5,Legal Affairs,F,Manager,95000,95000,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,08/27/2021,08/27/2021,19.75051975051975,HUMAN RIGHTS COMMISSION
537483,DEPARTMENT OF CORRECTION,External,3,Competitive-1,Building Operations & Maintenance,F,Entry-Level,36474,41216,Annual,"Hazen St-Trans. Div., E. Elm,",Flt. Ops. Unit-Civ,06/30/2022,06/30/2022,8.075883575883577,DOC
565888,OFFICE OF THE COMPTROLLER,Internal,1,Non-Competitive-5,"Constituent Services & Community Programs Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Manager,95000,110000,Annual,"1 Centre St., N.Y.",Labor Law,12/21/2022,12/21/2022,21.30977130977131,OFFICE OF THE COMPTROLLER
549033,CONSUMER AND WORKER PROTECTION,External,1,Competitive-1,Legal Affairs,F,Experienced (non-manager),40017,52242,Annual,"42 Broadway, N.Y.",General Counsel's Office,09/01/2022,01/09/2023,9.59033264033264,CONSUMER AND WORKER PROTECTION
531091,LAW DEPARTMENT,External,1,Exempt-4,Legal Affairs,F,Experienced (non-manager),73579,122643,Annual,"100 Church St., N.Y.",Appeals,05/05/2022,06/28/2022,20.397297297297296,LD
563633,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58700,173486,Annual,"93 Worth St., N.Y.",MHy Admin - Contracts/Finance,01/03/2023,01/03/2023,24.135758835758836,DOHMH
549403,DEPT OF ENVIRONMENT PROTECTION,External,6,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Entry-Level,51413,59125,Annual,96-05 Horace Harding Expway,CONNECTIONS,09/10/2022,09/10/2022,11.490436590436591,DOEP
544477,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),53702,146121,Annual,55 Water St Ny Ny,Bureau of Bridges Exec Hdqtr,08/09/2022,08/10/2022,20.771621621621623,DOT
556907,OFFICE OF THE COMPTROLLER,Internal,1,Non-Competitive-5,Constituent Services & Community Programs Communications & Intergovernmental Affairs,F,Experienced (non-manager),70000,80000,Annual,"1 Centre St., N.Y.",Public Affairs,10/21/2022,10/21/2022,15.592515592515593,OFFICE OF THE COMPTROLLER
537423,DEPARTMENT FOR THE AGING,External,1,Competitive-1,"Finance, Accounting, & Procurement Social Services",F,Experienced (non-manager),32.913,37.85,Hourly,"2 Lafayette St., N.Y.",SOCIAL ADULT DAY CARE,10/25/2022,10/25/2022,35.3815,DEPARTMENT FOR THE AGING
556762,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,"Policy, Research & Analysis",F,Manager,84451,113550,Annual,Perf Tracking and Analytics,Perf Tracking and Analytics,11/29/2022,11/29/2022,20.582224532224533,NHA
550741,TAXI & LIMOUSINE COMMISSION,External,2,Competitive-1,"Legal Affairs Policy, Research & Analysis",F,Experienced (non-manager),40017,62820,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,09/12/2022,09/12/2022,10.68991683991684,TAXI & LIMOUSINE COMMISSION
566998,CONSUMER AND WORKER PROTECTION,Internal,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,"42 Broadway, N.Y.",GC Legal Counsel Unit,01/05/2023,01/05/2023,17.794490644490644,CONSUMER AND WORKER PROTECTION
530773,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),72063,122168,Annual,96-05 Horace Harding Expway,ENVIRON HEALTH/SAFETY - BEDC,07/16/2022,07/16/2022,20.19033264033264,DOEP
542360,BRONX DISTRICT ATTORNEY,Internal,5,Exempt-4,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),0,180000,Annual,198 E161St Street Bronx N.Y.,Homicide-Legal Staff,07/25/2022,10/14/2022,18.71101871101871,BRONX DISTRICT ATTORNEY
543712,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,Health,F,Experienced (non-manager),51079,64000,Annual,42-09 28th Street,MH - Assisted out Treatment,01/03/2023,01/03/2023,11.962474012474013,DOHMH
510487,DEPARTMENT OF CORRECTION,External,4,Non-Competitive-5,Health,F,Entry-Level,35197,47467,Annual,"Hazen St-A.M.K.C., E. Elm, Ny",Facility Personnel Employees,12/17/2021,08/15/2022,8.592931392931392,DOC
568128,LAW DEPARTMENT,Internal,1,Exempt-4,Legal Affairs,F,Experienced (non-manager),73579,133040,Annual,"100 Church St., N.Y.",Admin Law and Regulatory Lit.,01/10/2023,01/10/2023,21.478066528066527,LD
559324,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),72063,122168,Annual,"10 Walker Rd, Valhalla NY10595",UPSTATE CAPITAL CONSTR. - IFA,11/25/2022,11/25/2022,20.19033264033264,DOEP
551383,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,"Constituent Services & Community Programs Finance, Accounting, & Procurement",F,Experienced (non-manager),38333,63794,Annual,255 Greenwich Street,Contract Opportunities,09/16/2022,09/16/2022,10.616112266112266,DOEP
562512,NYC HOUSING AUTHORITY,Internal,1,Non-Competitive-5,"Policy, Research & Analysis",F,Experienced (non-manager),95000,125000,Annual,Chief Asset & Cap Mgt Officer,Chief Asset & Cap Mgt Officer,12/05/2022,12/06/2022,22.86902286902287,NHA
553366,DEPT OF PARKS & RECREATION,Internal,2,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,59125,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,12/23/2022,12/22/2022,11.490436590436591,DEPT OF PARKS & RECREATION
565823,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,57078,65640,Annual,1286 Old Route 6,MAHOPAC (WATERSHED PERSONNEL),01/09/2023,01/09/2023,12.756548856548857,DOEP
524526,HRA/DEPT OF SOCIAL SERVICES,External,2,Competitive-1,Constituent Services & Community Programs Social Services,F,Experienced (non-manager),53057,61015,Annual,4 World Trade Center,Constituent Services-NM,03/11/2022,06/17/2022,11.857796257796258,HDOSS
527779,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Building Operations & Maintenance,NA,Experienced (non-manager),29.98,31.16,Hourly,Brooklyn Floating Staff,Brooklyn Property Management,04/08/2022,05/13/2022,30.57,NHA
557849,POLICE DEPARTMENT,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),36390,55228,Annual,"230 W 20Th St., N.Y.",10th Precinct - Civilian/Cadet,10/25/2022,11/21/2022,9.523700623700623,POLICE DEPARTMENT
534032,ADMIN FOR CHILDREN'S SVCS,External,3,Non-Competitive-5,Social Services,F,Experienced (non-manager),54100,62215,Annual,"150 William Street, New York N",Satterwhite Academy (DPPM),06/03/2022,10/12/2022,12.09095634095634,AFCS
566779,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,Constituent Services & Community Programs,F,Experienced (non-manager),60000,65000,Annual,100 Gold Street,New Construction,12/30/2022,12/30/2022,12.993762993762994,HPD
551898,OFFICE OF EMERGENCY MANAGEMENT,External,1,Pending Classification-2,"Policy, Research & Analysis",F,Experienced (non-manager),65000,79000,Annual,165 Cadman Plaza East,Risk Reduction & Recovery Bure,11/17/2022,11/17/2022,14.96881496881497,OFFICE OF EMERGENCY MANAGEMENT
564175,NYC HOUSING AUTHORITY,Internal,1,Non-Competitive-5,"Administration & Human Resources Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),54100,83981,Annual,Office of Security,Office Of Safety And Security,01/10/2023,01/10/2023,14.353534303534303,NHA
540243,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,59-17 Junction Blvd Corona Ny,EEO - BWSO FLOAT,07/25/2022,07/25/2022,17.794490644490644,DOEP
568223,DISTRICT ATTORNEY RICHMOND COU,External,1,Non-Competitive-5,"Legal Affairs Policy, Research & Analysis",F,Manager,94283,122290,Annual,"130 Stuyvesant Place, S.I.",Executive,01/09/2023,01/09/2023,22.51278586278586,DISTRICT ATTORNEY RICHMOND COU
546357,MAYORS OFFICE OF CONTRACT SVCS,Internal,3,Pending Classification-2,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Policy, Research & Analysis",F,Manager,60000,70000,Annual,255 Greenwich Street,Procurement Operations,08/16/2022,09/02/2022,13.513513513513514,MAYORS OFFICE OF CONTRACT SVCS
553370,DEPT OF YOUTH & COMM DEV SRVS,External,1,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Entry-Level,15.5,19.9,Hourly,"123 William Street, NY, NY",Budget Review & Risk Manageme,10/28/2022,10/28/2022,17.7,DEPT OF YOUTH & COMM DEV SRVS
527823,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),53.58,53.58,Hourly,Manhattan Floating Staff,Manhattan Property Management,04/13/2022,05/12/2022,53.58,NHA
563683,OFFICE OF MANAGEMENT & BUDGET,Internal,1,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Manager,103307,103307,Annual,255 Greenwich Street,Fire & Sanitation,12/06/2022,12/06/2022,21.477546777546777,OFFICE OF MANAGEMENT & BUDGET
552783,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),85371,109990,Annual,96-05 Horace Harding Expway,ASSET MANAGEMENT PLANNING,09/29/2022,09/29/2022,20.30779625779626,DOEP
562438,NYC HOUSING AUTHORITY,External,2,Competitive-1,"Engineering, Architecture, & Planning",F,Manager,105000,115000,Annual,Project Management Team 2,Project Management  Team 2,12/12/2022,12/12/2022,22.86902286902287,NHA
564482,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),62470,80008,Annual,59-17 Junction Blvd Corona Ny,OFFICE OF PURCHASING MGMT,12/20/2022,12/20/2022,14.81060291060291,DOEP
529282,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Social Services,F,Experienced (non-manager),53057,61015,Annual,4 World Trade Center,Constituent Services-NM,12/14/2022,12/14/2022,11.857796257796258,HDOSS
567436,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Building Operations & Maintenance,F,Entry-Level,49666,76064,Annual,Manhattan Floating Staff,Manhattan Property Management,01/12/2023,01/12/2023,13.06964656964657,NHA
540307,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Manager,64922,123436,Annual,59-17 Junction Blvd Corona Ny,DISTRIBUTION MANAGEMENT,07/25/2022,07/25/2022,19.57983367983368,DOEP
567487,DEPARTMENT OF BUILDINGS,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),53702,115634,Annual,"80 Centre St., N.Y.",Development Hub,01/05/2023,01/05/2023,17.602494802494803,DEPARTMENT OF BUILDINGS
566107,HOUSING PRESERVATION & DVLPMNT,Internal,1,Non-Competitive-5,Constituent Services & Community Programs,F,Entry-Level,38333,44083,Annual,100 Gold Street,Production Unit,01/09/2023,01/09/2023,8.567151767151767,HPD
530947,TAXI & LIMOUSINE COMMISSION,Internal,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),71423,105000,Annual,"33 Beaver St, New York Ny","Budget, Accounting & Purchasng",05/04/2022,12/06/2022,18.339189189189188,TAXI & LIMOUSINE COMMISSION
566706,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Manager,90114,122168,Annual,669 County Road 38,Arkville Facility,01/05/2023,01/05/2023,22.066735966735965,DOEP
564013,DEPT OF YOUTH & COMM DEV SRVS,External,1,Competitive-1,Constituent Services & Community Programs,F,Experienced (non-manager),51132,78966,Annual,"2 Lafayette St., N.Y.",Procurement,12/08/2022,12/08/2022,13.523700623700623,DEPT OF YOUTH & COMM DEV SRVS
542550,DEPT OF YOUTH & COMM DEV SRVS,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60193,90704,Annual,"2 Lafayette St., N.Y.",Procurement,07/26/2022,08/19/2022,15.685758835758836,DEPT OF YOUTH & COMM DEV SRVS
557246,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),53057,77124,Annual,250 Livingston Street,BROOKLYN CLERICAL,11/25/2022,12/09/2022,13.532328482328483,DOEP
554321,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Non-Competitive-5,Constituent Services & Community Programs,P,Entry-Level,15.5747,20.2064,Hourly,"2 Lafayette St., N.Y.",Child & Adult Care Food Prog.,10/27/2022,10/27/2022,17.890549999999998,DEPT OF YOUTH & COMM DEV SRVS
563640,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),53702,146121,Annual,96-05 Horace Harding Expway,PROJECT MANAGEMENT AND CONSTR.,01/09/2023,01/09/2023,20.771621621621623,DOEP
538056,DEPT OF YOUTH & COMM DEV SRVS,External,1,Competitive-1,"Communications & Intergovernmental Affairs Policy, Research & Analysis Social Services",F,Manager,58700,161534,Annual,253 Broadway New York Ny,Mayor's Office,07/18/2022,07/18/2022,22.893347193347193,DEPT OF YOUTH & COMM DEV SRVS
552555,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80557,111917,Annual,55 Water St Ny Ny,Quality Assurance,09/26/2022,10/14/2022,20.00769230769231,DOT
561512,ADMIN FOR CHILDREN'S SVCS,External,2,Competitive-1,Building Operations & Maintenance Social Services,F,Experienced (non-manager),45811,51766,Annual,"150 William Street, New York N",ADMIN - OPERATIONS,12/21/2022,01/10/2023,10.143139293139294,AFCS
548981,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),62397,71757,Annual,4 World Trade Center,Office Of Legal Affairs-NM,09/01/2022,11/18/2022,13.945322245322245,HDOSS
555027,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),49003,65769,Annual,30-30 Thomson Ave L I City Qns,Infra/Exec/Constr. Supp Unit,11/29/2022,12/05/2022,11.93056133056133,DODC
551221,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65232,130000,Annual,59-17 Junction Blvd Corona Ny,EXECUTIVE ADMINISTRATION,09/16/2022,09/16/2022,20.294386694386695,DOEP
484261,HUMAN RIGHTS COMMISSION,Internal,1,Non-Competitive-5,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Entry-Level,49371,56777,Annual,"22 Reade St, Ny",Law Enforc.Bureau Executive,09/15/2021,12/15/2021,11.034095634095634,HUMAN RIGHTS COMMISSION
554829,DEPT OF HEALTH/MENTAL HYGIENE,External,3,Competitive-1,Constituent Services & Community Programs Health Social Services,F,Experienced (non-manager),51079,70000,Annual,42-09 28th Street,MIRH Newborn Home Visiting,10/07/2022,12/29/2022,12.586174636174636,DOHMH
486612,HRA/DEPT OF SOCIAL SERVICES,External,3,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),60793,69912,Annual,88-11 165 Street Jamaica,FIA Operations-NM,10/06/2021,07/20/2022,13.586798336798337,HDOSS
518848,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,Communications & Intergovernmental Affairs,F,Manager,115000,140000,Annual,"71 Smith Avenue, Kingston, Ny",BCIA/BWS,02/15/2022,03/16/2022,26.507276507276508,DOEP
561972,HOUSING PRESERVATION & DVLPMNT,External,2,Non-Competitive-5,Constituent Services & Community Programs,F,Experienced (non-manager),60000,70000,Annual,100 Gold Street,HCV Unit,12/02/2022,12/02/2022,13.513513513513514,HPD
562023,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,Constituent Services & Community Programs Health,F,Experienced (non-manager),70611,105138,Annual,42-09 28th Street,Early Intervention,01/03/2023,01/03/2023,18.269126819126818,DOHMH
